ticker,name,run_date,prior_status,new_status,prior_score,new_score
NYKAA,FSN E-Commerce Ventures Ltd,2026-04-06,New,Avoid,,39.15
BAJAJELEC,Bajaj Electricals Ltd,2026-04-06,New,Watchlist,,50.89
IONEXCHANG,Ion Exchange (India) Ltd,2026-04-06,New,Watchlist,,53.64
STYLEBAAZA,Baazar Style Retail Ltd,2026-04-06,New,Avoid,,48.78
MTARTECH,MTAR Technologies Ltd,2026-04-06,New,Avoid,,45.13
UNICHEMLAB,Unichem Laboratories Ltd,2026-04-06,New,Watchlist,,51.43
AGARWALEYE,Dr Agarwals Health Care Ltd,2026-04-06,New,Avoid,,44.87
HTMEDIA,H T Media Ltd,2026-04-06,New,Watchlist,,55.48
V2RETAIL,V2 Retail Ltd,2026-04-06,New,Avoid,,49.53
INDOFARM,Indo Farm Equipment Ltd,2026-04-06,New,Watchlist,,64.38
NAZARA,Nazara Technologies Ltd,2026-04-06,New,Avoid,,32.56
ONESOURCE,OneSource Specialty Pharma Ltd,2026-04-06,New,Avoid,,42.35
NEOGEN,Neogen Chemicals Ltd,2026-04-06,New,Avoid,,42.06
NIITMTS,NIIT Learning Systems Ltd,2026-04-06,New,Watchlist,,62.48
TATAINVEST,Tata Investment Corporation Ltd,2026-04-06,New,Avoid,,48.2
NIACL,New India Assurance Company Ltd,2026-04-06,New,Watchlist,,58.64
SUNFLAG,Sunflag Iron & Steel Company Ltd,2026-04-06,New,Watchlist,,57.3
PAKKA,Pakka Ltd,2026-04-06,New,Avoid,,47.77
KILITCH,Kilitch Drugs (India) Ltd,2026-04-06,New,Watchlist,,50.66
MAHEPC,Mahindra EPC Irrigation Ltd,2026-04-06,New,Avoid,,48.7
SERVOTECH,Servotech Renewable Power System Ltd,2026-04-06,New,Watchlist,,50.19
KAMDHENU,Kamdhenu Ltd,2026-04-06,New,Watchlist,,56.43
CENTUM,Centum Electronics Ltd,2026-04-06,New,Avoid,,39.29
HITECH,Hi-Tech Pipes Ltd,2026-04-06,New,Watchlist,,52.73
GODREJPROP,Godrej Properties Ltd,2026-04-06,New,Avoid,,44.21
ASIANENE,Asian Energy Services Ltd,2026-04-06,New,Avoid,,41.08
CEINSYS,Ceinsys Tech Ltd,2026-04-06,New,Watchlist,,56.34
SAURASHCEM,Saurashtra Cement Ltd,2026-04-06,New,Watchlist,,52.15
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,2026-04-06,New,Avoid,,44.08
WESTLIFE,Westlife Foodworld Ltd,2026-04-06,New,Avoid,,41.04
MANAKCOAT,Manaksia Coated Metals & Industries Ltd,2026-04-06,New,Avoid,,47.44
SIS,SIS Ltd,2026-04-06,New,Watchlist,,59.34
ADVAIT,Advait Energy Transitions Limited,2026-04-06,New,Avoid,,42.21
MINDACORP,Minda Corporation Ltd,2026-04-06,New,Avoid,,41.74
SGMART,SG Mart Ltd,2026-04-06,New,Avoid,,48.45
SOTL,Savita Oil Technologies Ltd,2026-04-06,New,Avoid,,45.79
RTNINDIA,RattanIndia Enterprises Ltd,2026-04-06,New,Watchlist,,52.04
SIGNPOST,Signpost India Ltd,2026-04-06,New,Avoid,,45.93
COMSYN,Commercial Syn Bags Ltd,2026-04-06,New,Avoid,,43.88
INDOWIND,Indowind Energy Ltd,2026-04-06,New,Avoid,,42.79
AARTIIND,Aarti Industries Ltd,2026-04-06,New,Avoid,,46.79
ESSENTIA,Integra Essentia Ltd,2026-04-06,New,Avoid,,43.11
RAJRATAN,Rajratan Global Wire Ltd,2026-04-06,New,Watchlist,,53.41
RUSTOMJEE,Keystone Realtors Ltd,2026-04-06,New,Avoid,,48.73
LAURUSLABS,Laurus Labs Ltd,2026-04-06,New,Avoid,,40.54
INA,Insolation Energy Ltd,2026-04-06,New,Watchlist,,53.42
TEJASNET,Tejas Networks Ltd,2026-04-06,New,Avoid,,45.86
KAYNES,Kaynes Technology India Ltd,2026-04-06,New,Avoid,,42.73
MGEL,Mangalam Global Enterprise Ltd,2026-04-06,New,Avoid,,46.98
CENTURYPLY,Century Plyboards (India) Ltd,2026-04-06,New,Avoid,,42.99
NELCAST,Nelcast Ltd,2026-04-06,New,Watchlist,,53.87
SUDARSCHEM,Sudarshan Chemical Industries Ltd,2026-04-06,New,Avoid,,43.58
EVEREADY,Eveready Industries India Ltd,2026-04-06,New,Watchlist,,55.09
IRB,IRB Infrastructure Developers Ltd,2026-04-06,New,Avoid,,40.85
BHEL,Bharat Heavy Electricals Ltd,2026-04-06,New,Avoid,,45.53
SEJALLTD,Sejal Glass Ltd,2026-04-06,New,Watchlist,,52.16
SUPRAJIT,Suprajit Engineering Ltd,2026-04-06,New,Avoid,,49.47
GRMOVER,GRM Overseas Ltd,2026-04-06,New,Avoid,,43.98
BHARATRAS,Bharat Rasayan Ltd,2026-04-06,New,Watchlist,,54.36
MUNJALAU,Munjal Auto Industries Ltd,2026-04-06,New,Watchlist,,61.41
RHIM,RHI Magnesita India Ltd,2026-04-06,New,Avoid,,49.42
JLHL,Jupiter Life Line Hospitals Ltd,2026-04-06,New,Watchlist,,57.22
OMINFRAL,Om Infra Ltd,2026-04-06,New,Avoid,,48.05
GOKUL,Gokul Refoils and Solvent Ltd,2026-04-06,New,Watchlist,,51.68
MODIS,Modis Navnirman Ltd,2026-04-06,New,Avoid,,34.06
WABAG,Va Tech Wabag Ltd,2026-04-06,New,Watchlist,,50.93
MIRZAINT,Mirza International Ltd,2026-04-06,New,Avoid,,47.81
GUFICBIO,Gufic BioSciences Ltd,2026-04-06,New,Avoid,,46.44
ASALCBR,Associated Alcohols & Breweries Ltd,2026-04-06,New,Watchlist,,51.51
CHOICEIN,Choice International Ltd,2026-04-06,New,Avoid,,41.4
BODALCHEM,Bodal Chemicals Ltd,2026-04-06,New,Watchlist,,53.03
JMFINANCIL,JM Financial Ltd,2026-04-06,New,Watchlist,,65.26
GREENPLY,Greenply Industries Ltd,2026-04-06,New,Watchlist,,58.17
INDIAGLYCO,India Glycols Ltd,2026-04-06,New,Watchlist,,54.82
DOLATALGO,Dolat Algotech Ltd,2026-04-06,New,Watchlist,,62.75
SINGERIND,Singer India Ltd,2026-04-06,New,Avoid,,47.77
HFCL,HFCL Ltd,2026-04-06,New,Avoid,,40.95
APCOTEXIND,Apcotex Industries Ltd,2026-04-06,New,Avoid,,39.71
RUDRA,Rudra Global Infra Products Ltd,2026-04-06,New,Watchlist,,55.99
ARIHANTCAP,Arihant Capital Markets Ltd,2026-04-06,New,Watchlist,,63.69
HATSUN,Hatsun Agro Product Ltd,2026-04-06,New,Avoid,,49.01
JISLJALEQS,Jain Irrigation Systems Ltd,2026-04-06,New,Avoid,,49.89
MICEL,MIC Electronics Ltd,2026-04-06,New,Avoid,,39.8
ARTEMISMED,Artemis Medicare Services Ltd,2026-04-06,New,Watchlist,,57.43
TIINDIA,Tube Investments of India Ltd,2026-04-06,New,Avoid,,38.1
BEML,BEML Ltd,2026-04-06,New,Watchlist,,52.27
EXXARO,Exxaro Tiles Ltd,2026-04-06,New,Avoid,,43.73
ORIENTBELL,Orient Bell Ltd,2026-04-06,New,Avoid,,40.95
PTCIL,PTC Industries Ltd,2026-04-06,New,Avoid,,38.85
KOTHARIPRO,Kothari Products Ltd,2026-04-06,New,Watchlist,,58.43
BIRLACABLE,Birla Cable Ltd,2026-04-06,New,Watchlist,,57.2
GLOBUSSPR,Globus Spirits Ltd,2026-04-06,New,Watchlist,,51.14
ORCHPHARMA,Orchid Pharma Ltd,2026-04-06,New,Avoid,,44.87
SAPPHIRE,Sapphire Foods India Ltd,2026-04-06,New,Avoid,,43.77
GEOJITFSL,Geojit Financial Services Ltd,2026-04-06,New,Watchlist,,66.29
ADSL,Allied Digital Services Ltd,2026-04-06,New,Watchlist,,62.19
PATANJALI,Patanjali Foods Ltd,2026-04-06,New,Avoid,,41.91
JIOFIN,Jio Financial Services Ltd,2026-04-06,New,Avoid,,38.26
DBOL,Dhampur Bio Organics Ltd,2026-04-06,New,Avoid,,42.63
BIL,Bhartiya International Ltd,2026-04-06,New,Watchlist,,54.27
GREENLAM,Greenlam Industries Ltd,2026-04-06,New,Avoid,,46.8
OLECTRA,Olectra Greentech Ltd,2026-04-06,New,Avoid,,34.43
IITL,Industrial Investment Trust Ltd,2026-04-06,New,Avoid,,44.36
TATVA,Tatva Chintan Pharma Chem Ltd,2026-04-06,New,Avoid,,39.4
KRSNAA,Krsnaa Diagnostics Ltd,2026-04-06,New,Watchlist,,65.16
GENESYS,Genesys International Corporation Ltd,2026-04-06,New,Watchlist,,53.19
VLSFINANCE,VLS Finance Ltd,2026-04-06,New,Watchlist,,63.88
GRAVITA,Gravita India Ltd,2026-04-06,New,Avoid,,49.64
HESTERBIO,Hester Biosciences Ltd,2026-04-06,New,Watchlist,,54.43
SMSPHARMA,SMS Pharmaceuticals Ltd,2026-04-06,New,Avoid,,40.42
KIRIINDUS,Kiri Industries Ltd,2026-04-06,New,Watchlist,,50.09
AMBER,Amber Enterprises India Ltd,2026-04-06,New,Avoid,,35.94
NITCO,Nitco Ltd,2026-04-06,New,Avoid,,34.78
AARTISURF,Aarti Surfactants Ltd,2026-04-06,New,Watchlist,,52.58
VALIANTORG,Valiant Organics Ltd,2026-04-06,New,Avoid,,45.86
YESBANK,Yes Bank Ltd,2026-04-06,New,Avoid,,30.14
IDEAFORGE,Ideaforge Technology Ltd,2026-04-06,New,Avoid,,41.13
SJVN,SJVN Ltd,2026-04-06,New,Watchlist,,51.47
ATGL,Adani Total Gas Ltd,2026-04-06,New,Avoid,,40.57
PURVA,Puravankara Ltd,2026-04-06,New,Avoid,,39.86
ATL,Allcargo Terminals Ltd,2026-04-06,New,Watchlist,,54.04
ENIL,Entertainment Network (India) Ltd,2026-04-06,New,Watchlist,,52.7
SHAH,Shah Metacorp Ltd,2026-04-06,New,Avoid,,42.2
TRANSWORLD,Transworld Shipping Lines Ltd,2026-04-06,New,Watchlist,,64.07
SPMLINFRA,SPML Infra Ltd,2026-04-06,New,Avoid,,40.23
IOB,Indian Overseas Bank,2026-04-06,New,Avoid,,33.18
NAHARPOLY,Nahar Polyfilms Ltd,2026-04-06,New,Watchlist,,64.43
AEGISLOG,Aegis Logistics Ltd,2026-04-06,New,Avoid,,43.39
JUNIPER,Juniper Hotels Ltd,2026-04-06,New,Avoid,,48.25
SWELECTES,Swelect Energy Systems Ltd,2026-04-06,New,Watchlist,,64.95
BCONCEPTS,Brand Concepts Ltd,2026-04-06,New,Watchlist,,56.75
LXCHEM,Laxmi Organic Industries Ltd,2026-04-06,New,Avoid,,48.12
GULPOLY,Gulshan Polyols Ltd,2026-04-06,New,Avoid,,46.77
EXIDEIND,Exide Industries Ltd,2026-04-06,New,Avoid,,44.56
GODREJIND,Godrej Industries Ltd,2026-04-06,New,Avoid,,45.36
BBOX,Black Box Ltd,2026-04-06,New,Avoid,,44.83
ZYDUSWELL,Zydus Wellness Ltd,2026-04-06,New,Avoid,,40.38
LTM,LTIMindtree Ltd,2026-04-06,New,Watchlist,,59.36
METROPOLIS,Metropolis Healthcare Ltd,2026-04-06,New,Watchlist,,50.48
HONASA,Honasa Consumer Ltd,2026-04-06,New,Avoid,,38.28
HNDFDS,Hindustan Foods Ltd,2026-04-06,New,Avoid,,48.73
BIRLANU,BirlaNu Ltd,2026-04-06,New,Watchlist,,53.49
SFL,Sheela Foam Ltd,2026-04-06,New,Avoid,,47.79
PPAP,PPAP Automotive Ltd,2026-04-06,New,Avoid,,46.55
RAMRAT,Ram Ratna Wires Ltd,2026-04-06,New,Watchlist,,57.65
SHILPAMED,Shilpa Medicare Ltd,2026-04-06,New,Avoid,,42.69
MEDICAMEQ,Medicamen Biotech Ltd,2026-04-06,New,Avoid,,46.21
MALLCOM,Mallcom (India) Ltd,2026-04-06,New,Watchlist,,57.25
NUVAMA,Nuvama Wealth Management Ltd,2026-04-06,New,Watchlist,,55.18
EMIL,Electronics Mart India Ltd,2026-04-06,New,Watchlist,,58.04
LIBERTSHOE,Liberty Shoes Ltd,2026-04-06,New,Avoid,,47.39
MUKKA,Mukka Proteins Ltd,2026-04-06,New,Watchlist,,57.61
BAJAJFINSV,Bajaj Finserv Ltd,2026-04-06,New,Avoid,,45.52
RKFORGE,Ramkrishna Forgings Ltd,2026-04-06,New,Avoid,,42.03
INNOVACAP,Innova Captab Ltd,2026-04-06,New,Avoid,,49.97
REPRO,Repro India Ltd,2026-04-06,New,Avoid,,43.31
RELIABLE,Reliable Data Services Ltd,2026-04-06,New,Watchlist,,60.0
ZEELEARN,Zee Learn Ltd,2026-04-06,New,Watchlist,,60.0
SHOPERSTOP,Shoppers Stop Ltd,2026-04-06,New,Watchlist,,54.21
AUTOIND,Autoline Industries Ltd,2026-04-06,New,Watchlist,,56.87
JYOTISTRUC,Jyoti Structures Ltd,2026-04-06,New,Avoid,,46.85
GOCOLORS,Go Fashion (India) Ltd,2026-04-06,New,Avoid,,45.82
DELHIVERY,Delhivery Ltd,2026-04-06,New,Avoid,,39.6
VAKRANGEE,Vakrangee Ltd,2026-04-06,New,Avoid,,33.39
POLYPLEX,Polyplex Corporation Ltd,2026-04-06,New,Watchlist,,51.98
NELCO,NELCO Ltd,2026-04-06,New,Avoid,,43.58
APTUS,Aptus Value Housing Finance India Ltd,2026-04-06,New,Watchlist,,63.16
COFORGE,Coforge Ltd,2026-04-06,New,Avoid,,45.8
SENORES,Senores Pharmaceuticals Ltd,2026-04-06,New,Avoid,,36.9
AVALON,Avalon Technologies Ltd,2026-04-06,New,Avoid,,46.32
UFLEX,Uflex Ltd,2026-04-06,New,Watchlist,,60.85
HARSHA,Harsha Engineers International Ltd,2026-04-06,New,Watchlist,,50.98
CAMLINFINE,Camlin Fine Sciences Ltd,2026-04-06,New,Avoid,,35.06
DYNPRO,Dynemic Products Ltd,2026-04-06,New,Avoid,,47.84
KOTYARK,Kotyark Industries Ltd,2026-04-06,New,Avoid,,39.91
HALEOSLABS,Haleos Labs Limited,2026-04-06,New,Watchlist,,58.15
SALZERELEC,Salzer Electronics Ltd,2026-04-06,New,Watchlist,,56.22
VISAKAIND,Visaka Industries Ltd,2026-04-06,New,Watchlist,,57.9
TVSSRICHAK,TVS Srichakra Ltd,2026-04-06,New,Avoid,,44.63
MANCREDIT,Mangal Credit & Fincorp Ltd,2026-04-06,New,Avoid,,27.71
IFGLEXPOR,IFGL Refractories Ltd,2026-04-06,New,Watchlist,,56.97
EVERESTIND,Everest Industries Ltd,2026-04-06,New,Avoid,,45.62
GRPLTD,GRP Ltd,2026-04-06,New,Watchlist,,50.21
SUMMITSEC,Summit Securities Ltd,2026-04-06,New,Watchlist,,52.45
SHIVALIK,Shivalik Rasayan Ltd,2026-04-06,New,Avoid,,47.13
BCPL,BCPL Railway Infrastructure Ltd,2026-04-06,New,Watchlist,,53.72
NIPPOBATRY,Indo National Ltd,2026-04-06,New,Watchlist,,61.11
JINDWORLD,Jindal Worldwide Ltd,2026-04-06,New,Avoid,,46.66
SADHNANIQ,Sadhana Nitro Chem Ltd,2026-04-06,New,Avoid,,43.06
RANEHOLDIN,Rane Holdings Ltd,2026-04-06,New,Watchlist,,59.9
PASHUPATI,Pashupati Cotspin Ltd,2026-04-06,New,Avoid,,32.0
THEMISMED,Themis Medicare Ltd,2026-04-06,New,Watchlist,,57.35
JINDALPHOT,Jindal Photo Ltd,2026-04-06,New,Watchlist,,52.5
IFBAGRO,IFB Agro Industries Ltd,2026-04-06,New,Watchlist,,59.41
AFSL,Abans Financial Services Ltd,2026-04-06,New,Watchlist,,60.0
GREAVESCOT,Greaves Cotton Ltd,2026-04-06,New,Avoid,,42.74
AXISCADES,AXISCADES Technologies Ltd,2026-04-06,New,Avoid,,49.23
FACT,Fertilizers & Chemicals Travancore Ltd,2026-04-06,New,Avoid,,35.22
PSPPROJECT,PSP Projects Ltd,2026-04-06,New,Avoid,,44.6
ETERNAL,Eternal Ltd,2026-04-06,New,Avoid,,31.57
YASHO,Yasho Industries Ltd,2026-04-06,New,Avoid,,41.84
HAPPSTMNDS,Happiest Minds Technologies Ltd,2026-04-06,New,Avoid,,43.66
HALDER,Halder Venture Ltd,2026-04-06,New,Avoid,,43.24
WINDMACHIN,Windsor Machines Ltd,2026-04-06,New,Avoid,,31.11
HARRMALAYA,Harrisons Malayalam Ltd,2026-04-06,New,Watchlist,,54.31
ALPHAGEO,Alphageo (India) Ltd,2026-04-06,New,Avoid,,46.29
SMCGLOBAL,SMC Global Securities Ltd,2026-04-06,New,Watchlist,,57.4
ARSSBL,Anand Rathi Share & Stock Brokers Ltd,2026-04-06,New,Avoid,,47.71
KABRAEXTRU,Kabra Extrusion Technik Ltd,2026-04-06,New,Avoid,,47.78
DPABHUSHAN,D.P. Abhushan Ltd,2026-04-06,New,Avoid,,40.46
SIGNATURE,SignatureGlobal India Ltd,2026-04-06,New,Avoid,,37.03
HMAAGRO,HMA Agro Industries Ltd,2026-04-06,New,Watchlist,,58.98
EPACK,Epack Durable Ltd,2026-04-06,New,Avoid,,39.8
VIPIND,V I P Industries Ltd,2026-04-06,New,Avoid,,38.75
MOL,Meghmani Organics Ltd,2026-04-06,New,Avoid,,39.22
5PAISA,5paisa Capital Ltd,2026-04-06,New,Avoid,,48.61
CHEMFAB,Chemfab Alkalis Ltd,2026-04-06,New,Avoid,,46.78
CEWATER,Concord Enviro Systems Ltd,2026-04-06,New,Avoid,,33.3
RPTECH,Rashi Peripherals Ltd,2026-04-06,New,Watchlist,,56.76
MBLINFRA,MBL Infrastructure Ltd,2026-04-06,New,Avoid,,45.15
HCG,Healthcare Global Enterprises Ltd,2026-04-06,New,Avoid,,37.71
JINDALPOLY,Jindal Poly Films Ltd,2026-04-06,New,Avoid,,44.39
DIAMONDYD,Prataap Snacks Ltd,2026-04-06,New,Avoid,,33.57
KICL,Kalyani Investment Company Ltd,2026-04-06,New,Avoid,,45.83
INDOTHAI,Indo Thai Securities Ltd,2026-04-06,New,Avoid,,28.85
PVSL,Popular Vehicles & Services Ltd,2026-04-06,New,Watchlist,,53.21
SIMPLEXINF,Simplex Infrastructures Ltd,2026-04-06,New,Avoid,,42.16
STEL,STEL Holdings Ltd,2026-04-06,New,Avoid,,46.88
PPLPHARMA,Piramal Pharma Ltd,2026-04-06,New,Avoid,,37.36
DEVYANI,Devyani International Ltd,2026-04-06,New,Avoid,,35.32
TREJHARA,Trejhara Solutions Ltd,2026-04-06,New,Avoid,,32.14
UBL,United Breweries Ltd,2026-04-06,New,Avoid,,37.67
VIYASH,Viyash Scientific Ltd,2026-04-06,New,Avoid,,35.82
INDOCO,Indoco Remedies Ltd,2026-04-06,New,Avoid,,45.59
MAXESTATES,Max Estates Ltd,2026-04-06,New,Avoid,,37.44
SWANCORP,Swan Corp Ltd,2026-04-06,New,Avoid,,39.38
BCLIND,BCL Industries Ltd,2026-04-06,New,Watchlist,,56.27
QUICKHEAL,Quick Heal Technologies Ltd,2026-04-06,New,Avoid,,30.59
MEDIASSIST,Medi Assist Healthcare Services Ltd,2026-04-06,New,Watchlist,,54.0
DECCANCE,Deccan Cements Ltd,2026-04-06,New,Avoid,,45.46
PRIMO,Primo Chemicals Ltd,2026-04-06,New,Avoid,,39.37
ELGIRUBCO,Elgi Rubber Company Ltd,2026-04-06,New,Avoid,,49.6
LEMERITE,Le Merite Exports Ltd,2026-04-06,New,Avoid,,35.3
HIRECT,Hind Rectifiers Ltd,2026-04-06,New,Avoid,,34.14
XPROINDIA,XPRO India Ltd,2026-04-06,New,Avoid,,36.64
CONFIPET,Confidence Petroleum India Ltd,2026-04-06,New,Avoid,,47.04
ARCHIDPLY,Archidply Industries Ltd,2026-04-06,New,Watchlist,,53.75
JSWHL,JSW Holdings Ltd,2026-04-06,New,Avoid,,38.45
ATULAUTO,Atul Auto Ltd,2026-04-06,New,Avoid,,44.1
63MOONS,63 Moons Technologies Ltd,2026-04-06,New,Avoid,,24.54
BIGBLOC,BIGBLOC Construction Ltd,2026-04-06,New,Avoid,,42.2
TIGERLOGS,Tiger Logistics (India) Ltd,2026-04-06,New,Avoid,,28.54
NETWORK18,Network 18 Media & Investments Ltd,2026-04-06,New,Avoid,,39.63
BANSALWIRE,Bansal Wire Industries Ltd,2026-04-06,New,Avoid,,41.57
SHALBY,Shalby Ltd,2026-04-06,New,Avoid,,41.4
URJA,Urja Global Ltd,2026-04-06,New,Avoid,,36.09
OAL,Oriental Aromatics Ltd,2026-04-06,New,Avoid,,41.94
HINDWAREAP,Hindware Home Innovation Ltd,2026-04-06,New,Avoid,,38.14
DIACABS,Diamond Power Infrastructure Ltd,2026-04-06,New,Avoid,,38.99
EMKAY,Emkay Global Financial Services Ltd,2026-04-06,New,Watchlist,,50.47
NIBE,NIBE Ltd,2026-04-06,New,Avoid,,48.75
PAVNAIND,Pavna Industries Ltd,2026-04-06,New,Avoid,,39.69
NGLFINE,NGL Fine Chem Ltd,2026-04-06,New,Avoid,,42.59
HDFCLIFE,HDFC Life Insurance Company Ltd,2026-04-06,New,Avoid,,31.56
BLKASHYAP,B.L.Kashyap & Sons Ltd,2026-04-06,New,Avoid,,35.25
VITAL,Vital Chemtech Ltd,2026-04-06,New,Avoid,,30.5
MEGASTAR,Megastar Foods Ltd,2026-04-06,New,Avoid,,39.17
JBMA,JBM Auto Ltd,2026-04-06,New,Avoid,,28.08
PRIMESECU,Prime Securities Ltd,2026-04-06,New,Avoid,,38.18
ESTER,Ester Industries Ltd,2026-04-06,New,Avoid,,43.95
XTGLOBAL,XT Global Infotech Ltd,2026-04-06,New,Avoid,,39.66
EXICOM,Exicom Tele-Systems Ltd,2026-04-06,New,Avoid,,44.97
GODAVARIB,Godavari Biorefineries Ltd,2026-04-06,New,Avoid,,41.71
NSIL,Nalwa Sons Investments Ltd,2026-04-06,New,Avoid,,40.42
BHAGCHEM,Bhagiradha Chemicals & Industries Ltd,2026-04-06,New,Avoid,,34.51
GCSL,Gretex Corporate Services Ltd,2026-04-06,New,Avoid,,22.05
CRISIL,CRISIL Ltd,2026-04-06,New,Avoid,,40.72
TARSONS,Tarsons Products Ltd,2026-04-06,New,Watchlist,,59.97
AERONEU,Aeroflex Neu Ltd,2026-04-06,New,Avoid,,30.32
YUKEN,Yuken India Ltd,2026-04-06,New,Avoid,,39.93
PILANIINVS,Pilani Investment & Industries Corporation Ltd,2026-04-06,New,Avoid,,42.47
SILVERTUC,Silver Touch Technologies Ltd,2026-04-06,New,Avoid,,36.8
UEL,Ujaas Energy Ltd,2026-04-06,New,Avoid,,33.52
ABREL,Aditya Birla Real Estate Ltd,2026-04-06,New,Avoid,,29.44
OSWALGREEN,Oswal Green Tech Ltd,2026-04-06,New,Avoid,,41.92
GSLSU,Global Surfaces Ltd,2026-04-06,New,Avoid,,44.42
SPECTRUM,Spectrum Electrical Industries Ltd,2026-04-06,New,Avoid,,29.44
NATCAPSUQ,Natural Capsules Ltd,2026-04-06,New,Avoid,,38.01
MFSL,Max Financial Services Ltd,2026-04-06,New,Avoid,,29.38
WEALTH,Wealth First Portfolio Managers Ltd,2026-04-06,New,Avoid,,35.88
LANDMARK,Landmark Cars Ltd,2026-04-06,New,Avoid,,37.83
VIKASLIFE,Vikas Lifecare Ltd,2026-04-06,New,Avoid,,22.46
AFFORDABLE,Affordable Robotic & Automation Ltd,2026-04-06,New,Avoid,,39.62
BHAGYANGR,Bhagyanagar India Ltd,2026-04-06,New,Avoid,,28.88
VERANDA,Veranda Learning Solutions Ltd,2026-04-06,New,Avoid,,27.86
TIL,TIL Ltd,2026-04-06,New,Avoid,,29.12
DCW,DCW Ltd,2026-04-06,New,Avoid,,33.1
GFLLIMITED,GFL Ltd,2026-04-06,New,Avoid,,37.08
SAKHTISUG,Sakthi Sugars Ltd,2026-04-06,New,Avoid,,28.18
GOACARBON,Goa Carbon Ltd,2026-04-06,New,Avoid,,39.35
KOKUYOCMLN,Kokuyo Camlin Ltd,2026-04-06,New,Avoid,,35.27
LGHL,Laxmi Goldorna House Ltd,2026-04-06,New,Avoid,,22.39
GUJAPOLLO,Gujarat Apollo Industries Ltd,2026-04-06,New,Avoid,,32.0
LYKALABS,Lyka Labs Ltd,2026-04-06,New,Avoid,,26.87
JAYKAY,Jaykay Enterprises Ltd,2026-04-06,New,Avoid,,37.46
VALIANTLAB,Valiant Laboratories Ltd,2026-04-06,New,Avoid,,23.15
BORORENEW,Borosil Renewables Ltd,2026-04-06,New,Avoid,,25.55
BIRLAMONEY,Aditya Birla Money Ltd,2026-04-06,New,Avoid,,29.43
COASTCORP,Coastal Corporation Ltd,2026-04-06,New,Avoid,,35.02
RACE,Race Eco Chain Ltd,2026-04-06,New,Avoid,,33.69
PFC,Power Finance Corporation Ltd,2026-04-06,New,Investable,,74.56
RECLTD,REC Ltd,2026-04-06,New,Investable,,75.08
BANKBARODA,Bank of Baroda,2026-04-06,New,Investable,,75.43
J&KBANK,Jammu and Kashmir Bank Ltd,2026-04-06,New,Investable,,71.3
CANBK,Canara Bank,2026-04-06,New,Investable,,72.86
LICHSGFIN,LIC Housing Finance Ltd,2026-04-06,New,Investable,,70.03
KTKBANK,Karnataka Bank Ltd,2026-04-06,New,Watchlist,,67.36
PNB,Punjab National Bank,2026-04-06,New,Investable,,70.21
REPCOHOME,Repco Home Finance Ltd,2026-04-06,New,Investable,,75.85
DREAMFOLKS,Dreamfolks Services Ltd,2026-04-06,New,Investable,,75.09
UNIONBANK,Union Bank of India,2026-04-06,New,Watchlist,,63.1
EXCELSOFT,Excelsoft Technologies Ltd,2026-04-06,New,Watchlist,,64.8
GHCL,GHCL Ltd,2026-04-06,New,Investable,,70.54
DELTACORP,Delta Corp Ltd,2026-04-06,New,Investable,,70.56
BANKINDIA,Bank of India,2026-04-06,New,Watchlist,,69.41
DEN,Den Networks Ltd,2026-04-06,New,Watchlist,,67.5
MAHABANK,Bank of Maharashtra,2026-04-06,New,Watchlist,,67.76
GICHSGFIN,GIC Housing Finance Ltd,2026-04-06,New,Watchlist,,67.73
RPPINFRA,RPP Infra Projects Ltd,2026-04-06,New,Investable,,75.04
TMPV,Tata Motors Passenger Vehicles Ltd,2026-04-06,New,Investable,,72.44
GLOBECIVIL,Globe Civil Projects Ltd,2026-04-06,New,Investable,,71.9
DAMCAPITAL,Dam Capital Advisors Ltd,2026-04-06,New,Investable,,76.92
GAUDIUMIVF,Gaudium IVF and Women Health Ltd,2026-04-06,New,Investable,,72.42
OMFREIGHT,Om Freight Forwarders Ltd,2026-04-06,New,Watchlist,,68.31
HILINFRA,Highway Infrastructure Ltd,2026-04-06,New,Watchlist,,61.79
SOLARWORLD,Solarworld Energy Solutions Ltd,2026-04-06,New,Watchlist,,59.43
KNRCON,KNR Constructions Ltd,2026-04-06,New,Watchlist,,67.53
RAYMOND,Raymond Ltd,2026-04-06,New,Investable,,70.89
PACEDIGITK,Pace Digitek Ltd,2026-04-06,New,Investable,,71.98
CHENNPETRO,Chennai Petroleum Corporation Ltd,2026-04-06,New,Watchlist,,53.28
SOUTHBANK,South Indian Bank Ltd,2026-04-06,New,Watchlist,,55.69
OSWALPUMPS,Oswal Pumps Ltd,2026-04-06,New,Investable,,77.35
ORIENTPPR,Orient Paper & Industries Ltd,2026-04-06,New,Investable,,80.0
DCMSRIND,DCM Shriram Industries Ltd,2026-04-06,New,Investable,,80.0
WSTCSTPAPR,West Coast Paper Mills Ltd,2026-04-06,New,Watchlist,,67.84
HLVLTD,HLV Ltd,2026-04-06,New,Watchlist,,66.89
JPOLYINVST,Jindal Poly Investment & Finance Company Ltd,2026-04-06,New,Investable,,73.57
TREL,TransIndia Real Estate Ltd,2026-04-06,New,Watchlist,,60.11
COALINDIA,Coal India Ltd,2026-04-06,New,Investable,,77.29
RAJSREESUG,Rajshree Sugars & Chemicals Ltd,2026-04-06,New,Investable,,77.02
