ticker,name,run_date,prior_status,new_status,prior_score,new_score
IDBI,IDBI Bank Ltd,2026-04-06,New,Watchlist,,57.63
APARINDS,Apar Industries Ltd,2026-04-06,New,Watchlist,,66.85
RAMKY,Ramky Infrastructure Ltd,2026-04-06,New,Watchlist,,64.72
QUESS,Quess Corp Ltd,2026-04-06,New,Watchlist,,64.36
UTTAMSUGAR,Uttam Sugar Mills Ltd,2026-04-06,New,Watchlist,,66.5
CEATLTD,CEAT Ltd,2026-04-06,New,Watchlist,,65.03
PICCADIL,Piccadily Agro Industries Ltd,2026-04-06,New,Watchlist,,58.4
BBTC,The Bombay Burmah Trading Corporation Ltd,2026-04-06,New,Investable,,76.52
BIRLACORPN,Birla Corporation Ltd,2026-04-06,New,Investable,,71.14
CREST,Crest Ventures Ltd,2026-04-06,New,Watchlist,,60.75
GRINDWELL,Grindwell Norton Ltd,2026-04-06,New,Watchlist,,58.24
JKIL,J Kumar Infraprojects Ltd,2026-04-06,New,Investable,,70.78
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,2026-04-06,New,Avoid,,46.6
LIKHITHA,Likhitha Infrastructure Ltd,2026-04-06,New,Watchlist,,61.39
MOLDTKPAC,Mold-Tek Packaging Ltd,2026-04-06,New,Watchlist,,62.94
FDC,FDC Ltd,2026-04-06,New,Investable,,70.64
PIXTRANS,Pix Transmission Ltd,2026-04-06,New,Watchlist,,64.97
OBEROIRLTY,Oberoi Realty Ltd,2026-04-06,New,Watchlist,,61.2
YATHARTH,Yatharth Hospital & Trauma Care Services Ltd,2026-04-06,New,Watchlist,,52.33
BALMLAWRIE,Balmer Lawrie & Company Ltd,2026-04-06,New,Watchlist,,60.07
CGPOWER,CG Power & Industrial Solutions Ltd,2026-04-06,New,Watchlist,,53.32
VBL,Varun Beverages Ltd,2026-04-06,New,Watchlist,,55.98
BOSCHLTD,Bosch Ltd,2026-04-06,New,Watchlist,,54.55
LINDEINDIA,Linde India Ltd,2026-04-06,New,Avoid,,47.11
ALKEM,Alkem Laboratories Ltd,2026-04-06,New,Watchlist,,66.4
EPL,EPL Ltd,2026-04-06,New,Investable,,72.06
LGBBROSLTD,L G Balakrishnan & Bros Ltd,2026-04-06,New,Watchlist,,68.95
PAISALO,Paisalo Digital Ltd,2026-04-06,New,Avoid,,47.49
BAJFINANCE,Bajaj Finance Ltd,2026-04-06,New,Avoid,,45.08
MOIL,MOIL Ltd,2026-04-06,New,Watchlist,,53.57
NCC,NCC Ltd,2026-04-06,New,Watchlist,,66.71
LINCOLN,Lincoln Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,65.74
ELECON,Elecon Engineering Company Ltd,2026-04-06,New,Investable,,76.79
ROTO,Roto Pumps Ltd,2026-04-06,New,Watchlist,,60.23
SUNDARMFIN,Sundaram Finance Ltd,2026-04-06,New,Avoid,,49.51
MUFTI,Credo Brands Marketing Ltd,2026-04-06,New,Investable,,80.0
ADOR,Ador Welding Ltd,2026-04-06,New,Watchlist,,68.03
TCIEXP,TCI Express Ltd,2026-04-06,New,Watchlist,,60.48
DODLA,Dodla Dairy Ltd,2026-04-06,New,Watchlist,,60.37
GTPL,GTPL Hathway Ltd,2026-04-06,New,Watchlist,,67.33
FCL,Fineotex Chemical Ltd,2026-04-06,New,Watchlist,,61.14
INTENTECH,Intense Technologies Ltd,2026-04-06,New,Watchlist,,68.05
LATENTVIEW,Latent View Analytics Ltd,2026-04-06,New,Avoid,,46.1
FEDERALBNK,Federal Bank Ltd,2026-04-06,New,Avoid,,39.46
EASEMYTRIP,Easy Trip Planners Ltd,2026-04-06,New,Watchlist,,54.59
CCCL,Consolidated Construction Consortium Ltd,2026-04-06,New,Watchlist,,55.33
MONTECARLO,Monte Carlo Fashions Ltd,2026-04-06,New,Investable,,75.43
UNITEDTEA,United Nilgiri Tea Estates Company Ltd,2026-04-06,New,Avoid,,47.68
ANDHRSUGAR,Andhra Sugars Ltd,2026-04-06,New,Watchlist,,66.15
JKLAKSHMI,JK Lakshmi Cement Ltd,2026-04-06,New,Watchlist,,69.99
TECHNOE,Techno Electric & Engineering Company Ltd,2026-04-06,New,Watchlist,,50.44
INDUSINDBK,IndusInd Bank Ltd,2026-04-06,New,Avoid,,44.71
SONACOMS,Sona BLW Precision Forgings Ltd,2026-04-06,New,Avoid,,48.93
KELLTONTEC,Kellton Tech Solutions Ltd,2026-04-06,New,Watchlist,,62.48
ICRA,ICRA Ltd,2026-04-06,New,Watchlist,,58.82
ONEPOINT,One Point One Solutions Ltd,2026-04-06,New,Avoid,,49.88
SAREGAMA,Saregama India Ltd,2026-04-06,New,Avoid,,49.17
SJS,S J S Enterprises Ltd,2026-04-06,New,Avoid,,42.64
VSTTILLERS,VST Tillers Tractors Ltd,2026-04-06,New,Watchlist,,52.04
STARCEMENT,Star Cement Ltd,2026-04-06,New,Watchlist,,64.48
BRIGADE,Brigade Enterprises Ltd,2026-04-06,New,Watchlist,,62.67
BHARTIARTL,Bharti Airtel Ltd,2026-04-06,New,Watchlist,,58.78
JUSTDIAL,Just Dial Ltd,2026-04-06,New,Watchlist,,65.15
GMDCLTD,Gujarat Mineral Development Corporation Ltd,2026-04-06,New,Watchlist,,56.19
AURIONPRO,Aurionpro Solutions Ltd,2026-04-06,New,Watchlist,,54.53
INTLCONV,International Conveyors Ltd,2026-04-06,New,Investable,,70.53
WAAREEENER,Waaree Energies Ltd,2026-04-06,New,Watchlist,,62.37
SUMICHEM,Sumitomo Chemical India Ltd,2026-04-06,New,Watchlist,,50.85
LUPIN,Lupin Ltd,2026-04-06,New,Watchlist,,63.21
PATELENG,Patel Engineering Ltd,2026-04-06,New,Watchlist,,68.49
SHAREINDIA,Share India Securities Ltd,2026-04-06,New,Watchlist,,65.71
ANTHEM,Anthem Biosciences Ltd,2026-04-06,New,Avoid,,46.41
IFCI,IFCI Ltd,2026-04-06,New,Avoid,,29.12
GICRE,General Insurance Corporation of India,2026-04-06,New,Investable,,76.51
RALLIS,Rallis India Ltd,2026-04-06,New,Watchlist,,60.61
MINDTECK,Mindteck (India) Ltd,2026-04-06,New,Watchlist,,59.27
ULTRACEMCO,UltraTech Cement Ltd,2026-04-06,New,Watchlist,,57.86
SPCENET,Spacenet Enterprises India Ltd,2026-04-06,New,Watchlist,,63.08
FINPIPE,Finolex Industries Ltd,2026-04-06,New,Watchlist,,62.72
JGCHEM,J.G.Chemicals Ltd,2026-04-06,New,Watchlist,,60.97
SUBROS,Subros Ltd,2026-04-06,New,Watchlist,,52.96
SAATVIKGL,Saatvik Green Energy Ltd,2026-04-06,New,Investable,,73.99
GREENPOWER,Orient Green Power Company Ltd,2026-04-06,New,Watchlist,,61.36
SOLARINDS,Solar Industries India Ltd,2026-04-06,New,Watchlist,,53.83
TFCILTD,Tourism Finance Corporation of India Ltd,2026-04-06,New,Avoid,,40.61
KMSUGAR,KM Sugar Mills Ltd,2026-04-06,New,Watchlist,,69.47
RATEGAIN,Rategain Travel Technologies Ltd,2026-04-06,New,Avoid,,47.26
INFY,Infosys Ltd,2026-04-06,New,Watchlist,,67.06
ARIES,Aries Agro Ltd,2026-04-06,New,Investable,,70.98
NHPC,NHPC Ltd,2026-04-06,New,Watchlist,,61.71
THYROCARE,Thyrocare Technologies Ltd,2026-04-06,New,Watchlist,,55.73
ARE&M,Amara Raja Energy & Mobility Ltd,2026-04-06,New,Watchlist,,68.03
SIYSIL,Siyaram Silk Mills Ltd,2026-04-06,New,Investable,,73.58
TORNTPHARM,Torrent Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,55.7
MARKSANS,Marksans Pharma Ltd,2026-04-06,New,Watchlist,,68.26
ANANTRAJ,Anant Raj Ltd,2026-04-06,New,Watchlist,,56.43
COROMANDEL,Coromandel International Ltd,2026-04-06,New,Watchlist,,58.2
EIMCOELECO,Eimco Elecon (India) Ltd,2026-04-06,New,Watchlist,,60.88
VSSL,Vardhman Special Steels Ltd,2026-04-06,New,Watchlist,,62.56
UGARSUGAR,Ugar Sugar Works Ltd,2026-04-06,New,Investable,,72.46
BAJAJ-AUTO,Bajaj Auto Ltd,2026-04-06,New,Watchlist,,60.56
JAIBALAJI,Jai Balaji Industries Ltd,2026-04-06,New,Watchlist,,55.9
PIIND,P I Industries Ltd,2026-04-06,New,Watchlist,,57.82
GIPCL,Gujarat Industries Power Co Ltd,2026-04-06,New,Investable,,80.0
SARVESHWAR,Sarveshwar Foods Ltd,2026-04-06,New,Watchlist,,59.62
PGIL,Pearl Global Industries Ltd,2026-04-06,New,Watchlist,,61.46
VINCOFE,Vintage Coffee & Beverages Ltd,2026-04-06,New,Avoid,,47.68
IRIS,IRIS Regtech Solutions Ltd,2026-04-06,New,Watchlist,,54.46
SANGHVIMOV,Sanghvi Movers Ltd,2026-04-06,New,Watchlist,,61.94
SARDAEN,Sarda Energy & Minerals Ltd,2026-04-06,New,Watchlist,,60.45
APOLLOTYRE,Apollo Tyres Ltd,2026-04-06,New,Watchlist,,66.2
JKCEMENT,J K Cements Ltd,2026-04-06,New,Watchlist,,58.54
DCMSHRIRAM,DCM Shriram Ltd,2026-04-06,New,Watchlist,,53.25
POLYMED,Poly Medicure Ltd,2026-04-06,New,Watchlist,,67.27
HINDALCO,Hindalco Industries Ltd,2026-04-06,New,Watchlist,,66.24
AUROPHARMA,Aurobindo Pharma Ltd,2026-04-06,New,Watchlist,,64.88
SIGMA,Sigma Solve Ltd,2026-04-06,New,Watchlist,,61.31
AAVAS,AAVAS Financiers Ltd,2026-04-06,New,Watchlist,,50.53
PARADEEP,Paradeep Phosphates Ltd,2026-04-06,New,Watchlist,,63.61
PARAGMILK,Parag Milk Foods Ltd,2026-04-06,New,Watchlist,,66.87
VAIBHAVGBL,Vaibhav Global Ltd,2026-04-06,New,Investable,,72.89
SHRIRAMPPS,Shriram Properties Ltd,2026-04-06,New,Watchlist,,66.11
VADILALIND,Vadilal Industries Ltd,2026-04-06,New,Watchlist,,64.02
CEMPRO,Cemindia Projects Ltd,2026-04-06,New,Watchlist,,58.01
GRASIM,Grasim Industries Ltd,2026-04-06,New,Watchlist,,56.8
PTC,PTC India Ltd,2026-04-06,New,Investable,,75.83
HPAL,HP Adhesives Ltd,2026-04-06,New,Watchlist,,64.43
CERA,Cera Sanitaryware Ltd,2026-04-06,New,Watchlist,,68.12
AJANTPHARM,Ajanta Pharma Ltd,2026-04-06,New,Watchlist,,59.93
MANYAVAR,Vedant Fashions Ltd,2026-04-06,New,Investable,,76.42
REDINGTON,Redington Ltd,2026-04-06,New,Watchlist,,68.69
ARVIND,Arvind Ltd,2026-04-06,New,Watchlist,,61.08
VETO,Veto Switchgears & Cables Ltd,2026-04-06,New,Investable,,72.01
MCX,Multi Commodity Exchange of India Ltd,2026-04-06,New,Avoid,,43.41
UNIECOM,Unicommerce eSolutions Ltd,2026-04-06,New,Avoid,,37.94
POKARNA,Pokarna Ltd,2026-04-06,New,Watchlist,,66.25
GODFRYPHLP,Godfrey Phillips India Ltd,2026-04-06,New,Watchlist,,62.91
ITDC,India Tourism Development Corporation Ltd,2026-04-06,New,Watchlist,,53.36
MONARCH,Monarch Networth Capital Ltd,2026-04-06,New,Watchlist,,56.83
CARRARO,Carraro India Ltd,2026-04-06,New,Watchlist,,59.96
HINDUNILVR,Hindustan Unilever Ltd,2026-04-06,New,Watchlist,,57.46
VENTIVE,Ventive Hospitality Ltd,2026-04-06,New,Watchlist,,56.17
WELCORP,Welspun Corp Ltd,2026-04-06,New,Watchlist,,67.27
SPLPETRO,Supreme Petrochem Ltd,2026-04-06,New,Watchlist,,52.21
NURECA,Nureca Ltd,2026-04-06,New,Avoid,,48.05
BTML,Bodhi Tree Multimedia Ltd,2026-04-06,New,Watchlist,,53.28
AEROFLEX,Aeroflex Industries Ltd,2026-04-06,New,Avoid,,45.29
GOCLCORP,GOCL Corporation Ltd,2026-04-06,New,Investable,,71.26
SANDHAR,Sandhar Technologies Limited,2026-04-06,New,Watchlist,,64.17
BLISSGVS,Bliss GVS Pharma Ltd,2026-04-06,New,Watchlist,,54.16
GALLANTT,Gallantt Ispat Ltd.,2026-04-06,New,Avoid,,48.26
LODHA,Lodha Developers Ltd,2026-04-06,New,Watchlist,,62.99
WENDT,Wendt India Ltd,2026-04-06,New,Watchlist,,54.33
BALAXI,Balaxi Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,55.42
NH,Narayana Hrudayalaya Ltd,2026-04-06,New,Watchlist,,62.99
HPL,HPL Electric & Power Ltd,2026-04-06,New,Watchlist,,68.34
GPIL,Godawari Power & Ispat Ltd,2026-04-06,New,Watchlist,,57.55
TATAPOWER,Tata Power Company Ltd,2026-04-06,New,Watchlist,,57.27
AFFLE,Affle 3i Ltd,2026-04-06,New,Avoid,,46.11
SBFC,SBFC Finance Ltd,2026-04-06,New,Avoid,,45.57
INDORAMA,Indo Rama Synthetics (India) Ltd,2026-04-06,New,Watchlist,,65.24
KAMATHOTEL,Kamat Hotels (India) Ltd,2026-04-06,New,Investable,,76.48
SHARDAMOTR,Sharda Motor Industries Ltd,2026-04-06,New,Investable,,72.25
ASIANPAINT,Asian Paints Ltd,2026-04-06,New,Watchlist,,59.7
GSPL,Gujarat State Petronet Ltd,2026-04-06,New,Watchlist,,60.57
M&M,Mahindra & Mahindra Ltd,2026-04-06,New,Watchlist,,59.16
SCI,Shipping Corporation of India Ltd,2026-04-06,New,Watchlist,,67.97
BAJAJCON,Bajaj Consumer Care Ltd,2026-04-06,New,Watchlist,,60.79
HIMATSEIDE,Himatsingka Seide Ltd,2026-04-06,New,Investable,,70.66
RATNAMANI,Ratnamani Metals & Tubes Ltd,2026-04-06,New,Watchlist,,63.73
RELIANCE,Reliance Industries Ltd,2026-04-06,New,Avoid,,46.13
JAICORPLTD,Jai Corp Ltd,2026-04-06,New,Watchlist,,61.39
RAILTEL,Railtel Corporation of India Ltd,2026-04-06,New,Watchlist,,50.01
MOSCHIP,Moschip Technologies Ltd,2026-04-06,New,Avoid,,47.96
DMCC,DMCC Speciality Chemicals Ltd,2026-04-06,New,Watchlist,,60.35
EUREKAFORB,Eureka Forbes Ltd,2026-04-06,New,Avoid,,48.43
PRUDENT,Prudent Corporate Advisory Services Ltd,2026-04-06,New,Avoid,,43.02
NINSYS,NINtec Systems Ltd,2026-04-06,New,Avoid,,40.23
SIEMENS,Siemens Ltd,2026-04-06,New,Watchlist,,52.31
RPSGVENT,RPSG Ventures Ltd,2026-04-06,New,Watchlist,,64.53
POCL,Pondy Oxides & Chemicals Ltd,2026-04-06,New,Watchlist,,50.56
TALBROAUTO,Talbros Automotive Components Ltd,2026-04-06,New,Investable,,70.23
TRANSRAILL,Transrail Lighting Ltd,2026-04-06,New,Investable,,72.98
INSECTICID,Insecticides India Ltd,2026-04-06,New,Watchlist,,68.89
TEMBO,Tembo Global Industries Ltd,2026-04-06,New,Watchlist,,66.57
BERGEPAINT,Berger Paints India Ltd,2026-04-06,New,Watchlist,,60.08
UDS,Updater Services Ltd,2026-04-06,New,Watchlist,,58.85
SYNCOMF,Syncom Formulations (India) Ltd,2026-04-06,New,Watchlist,,63.31
KDDL,KDDL Ltd,2026-04-06,New,Watchlist,,60.39
NESCO,NESCO Ltd,2026-04-06,New,Watchlist,,63.12
WAAREERTL,Waaree Renewable Technologies Ltd,2026-04-06,New,Watchlist,,67.1
BRITANNIA,Britannia Industries Ltd,2026-04-06,New,Watchlist,,56.22
PARAS,Paras Defence and Space Technologies Ltd,2026-04-06,New,Avoid,,48.02
MRF,MRF Ltd,2026-04-06,New,Watchlist,,56.3
SAIL,Steel Authority of India Ltd,2026-04-06,New,Watchlist,,54.96
DIVISLAB,Divis Laboratories Ltd,2026-04-06,New,Watchlist,,50.47
TERASOFT,Tera Software Ltd,2026-04-06,New,Watchlist,,56.97
HUBTOWN,Hubtown Ltd,2026-04-06,New,Watchlist,,58.63
PIDILITIND,Pidilite Industries Ltd,2026-04-06,New,Watchlist,,53.64
AARTIPHARM,Aarti Pharmalabs Ltd,2026-04-06,New,Watchlist,,64.32
NOCIL,NOCIL Ltd,2026-04-06,New,Watchlist,,51.03
SHREECEM,Shree Cement Ltd,2026-04-06,New,Watchlist,,54.87
INDIGO,Interglobe Aviation Ltd,2026-04-06,New,Watchlist,,60.0
CEIGALL,Ceigall India Ltd,2026-04-06,New,Watchlist,,56.28
BALAJITELE,Balaji Telefilms Ltd,2026-04-06,New,Watchlist,,51.17
PFIZER,Pfizer Ltd,2026-04-06,New,Avoid,,44.8
SPAL,S P Apparels Ltd,2026-04-06,New,Watchlist,,63.19
TPLPLASTEH,TPL Plastech Ltd,2026-04-06,New,Watchlist,,65.89
ALKYLAMINE,Alkyl Amines Chemicals Ltd,2026-04-06,New,Watchlist,,59.29
WHIRLPOOL,Whirlpool of India Ltd,2026-04-06,New,Watchlist,,56.54
AETHER,Aether Industries Ltd,2026-04-06,New,Avoid,,42.47
BATAINDIA,Bata India Ltd,2026-04-06,New,Watchlist,,66.45
CAPACITE,Capacite Infraprojects Ltd,2026-04-06,New,Watchlist,,60.83
OIL,Oil India Ltd,2026-04-06,New,Watchlist,,60.56
NAVA,Nava Ltd,2026-04-06,New,Avoid,,49.62
RKSWAMY,R K Swamy Ltd,2026-04-06,New,Watchlist,,54.01
PARKHOTELS,Apeejay Surrendra Park Hotels Ltd,2026-04-06,New,Watchlist,,62.22
AIAENG,AIA Engineering Ltd,2026-04-06,New,Watchlist,,60.87
SBCL,Shivalik Bimetal Controls Ltd,2026-04-06,New,Watchlist,,61.15
CYBERTECH,Cybertech Systems & Software Ltd,2026-04-06,New,Watchlist,,58.49
HSCL,Himadri Speciality Chemical Ltd,2026-04-06,New,Watchlist,,54.26
SETL,Standard Engineering Technology Ltd,2026-04-06,New,Watchlist,,55.68
IMAGICAA,Imagicaaworld Entertainment Ltd,2026-04-06,New,Avoid,,47.94
BASF,BASF India Ltd,2026-04-06,New,Watchlist,,57.71
TCI,Transport Corporation of India Ltd,2026-04-06,New,Watchlist,,64.23
PROSTARM,Prostarm Info Systems Ltd,2026-04-06,New,Watchlist,,62.97
GRANULES,Granules India Ltd,2026-04-06,New,Watchlist,,61.39
VENUSREM,Venus Remedies Ltd,2026-04-06,New,Watchlist,,56.44
AEGISVOPAK,Aegis Vopak Terminals Ltd,2026-04-06,New,Avoid,,45.23
POWERMECH,Power Mech Projects Ltd,2026-04-06,New,Watchlist,,57.02
SINCLAIR,Sinclairs Hotels Ltd,2026-04-06,New,Avoid,,39.51
NEULANDLAB,Neuland Laboratories Ltd,2026-04-06,New,Watchlist,,51.84
USHAMART,Usha Martin Ltd,2026-04-06,New,Watchlist,,62.83
PRECWIRE,Precision Wires India Ltd,2026-04-06,New,Avoid,,29.88
PANAMAPET,Panama Petrochem Ltd,2026-04-06,New,Watchlist,,64.71
PHOENIXLTD,Phoenix Mills Ltd,2026-04-06,New,Watchlist,,52.25
SHREDIGCEM,Shree Digvijay Cement Co. Ltd,2026-04-06,New,Watchlist,,60.45
SHAKTIPUMP,Shakti Pumps (India) Ltd,2026-04-06,New,Watchlist,,57.25
SYRMA,Syrma SGS Technology Ltd,2026-04-06,New,Avoid,,45.5
MENONBE,Menon Bearings Ltd,2026-04-06,New,Watchlist,,69.93
KIRLPNU,Kirloskar Pneumatic Company Ltd,2026-04-06,New,Avoid,,49.45
VEEDOL,Veedol Corporation Ltd,2026-04-06,New,Watchlist,,60.23
ASHIMASYN,Ashima Ltd,2026-04-06,New,Watchlist,,60.89
SKMEGGPROD,SKM Egg Products Export (India) Ltd,2026-04-06,New,Investable,,71.31
HERITGFOOD,Heritage Foods Ltd,2026-04-06,New,Watchlist,,62.35
SPECIALITY,Speciality Restaurants Ltd,2026-04-06,New,Investable,,73.61
STYRENIX,Styrenix Performance Materials Ltd,2026-04-06,New,Watchlist,,66.7
EPIGRAL,Epigral Ltd,2026-04-06,New,Watchlist,,64.64
CHALET,Chalet Hotels Ltd,2026-04-06,New,Watchlist,,56.5
NDRAUTO,NDR Auto Components Ltd,2026-04-06,New,Watchlist,,54.92
BALAMINES,Balaji Amines Ltd,2026-04-06,New,Watchlist,,65.04
THOMASCOOK,Thomas Cook (India) Ltd,2026-04-06,New,Watchlist,,65.53
GENUSPOWER,Genus Power Infrastructures Ltd,2026-04-06,New,Investable,,70.8
EFCIL,EFC (I) Ltd,2026-04-06,New,Watchlist,,61.54
REFEX,Refex Industries Ltd,2026-04-06,New,Watchlist,,61.53
ACMESOLAR,ACME Solar Holdings Ltd,2026-04-06,New,Watchlist,,51.59
NAHARCAP,Nahar Capital & Financial Services Ltd,2026-04-06,New,Investable,,71.94
RTNPOWER,RattanIndia Power Ltd,2026-04-06,New,Watchlist,,54.89
EMUDHRA,eMudhra Ltd,2026-04-06,New,Avoid,,46.82
BALRAMCHIN,Balrampur Chini Mills Ltd,2026-04-06,New,Watchlist,,56.12
GAIL,GAIL (India) Ltd,2026-04-06,New,Watchlist,,69.55
CESC,CESC Ltd,2026-04-06,New,Watchlist,,68.26
TRENT,Trent Ltd,2026-04-06,New,Watchlist,,55.29
PIGL,Power & Instrumentation (Gujarat) Ltd,2026-04-06,New,Watchlist,,69.0
MIDHANI,Mishra Dhatu Nigam Ltd,2026-04-06,New,Watchlist,,62.1
ARIS,Arisinfra Solutions Ltd,2026-04-06,New,Watchlist,,52.51
NAVKARCORP,Navkar Corporation Ltd,2026-04-06,New,Watchlist,,60.72
ACUTAAS,Acutaas Chemicals Ltd,2026-04-06,New,Avoid,,42.38
RAMCOSYS,Ramco Systems Ltd,2026-04-06,New,Avoid,,41.14
ACE,Action Construction Equipment Ltd,2026-04-06,New,Watchlist,,68.71
KCP,K C P Ltd,2026-04-06,New,Investable,,71.01
RADIANTCMS,Radiant Cash Management Services Ltd,2026-04-06,New,Investable,,73.0
PARACABLES,Paramount Communications Ltd,2026-04-06,New,Watchlist,,58.48
MARINE,Marine Electricals (India) Ltd,2026-04-06,New,Avoid,,49.91
THEJO,Thejo Engineering Ltd,2026-04-06,New,Watchlist,,65.77
WELENT,Welspun Enterprises Ltd,2026-04-06,New,Watchlist,,52.57
SSWL,Steel Strips Wheels Ltd,2026-04-06,New,Investable,,70.7
ATLANTAELE,Atlanta Electricals Ltd,2026-04-06,New,Watchlist,,58.52
SUMIT,Sumit Woods Ltd,2026-04-06,New,Watchlist,,58.06
ASHOKLEY,Ashok Leyland Ltd,2026-04-06,New,Watchlist,,65.6
DLF,DLF Ltd,2026-04-06,New,Watchlist,,54.39
VTL,Vardhman Textiles Ltd,2026-04-06,New,Watchlist,,57.67
GULFOILLUB,Gulf Oil Lubricants India Ltd,2026-04-06,New,Watchlist,,62.15
TEGA,Tega Industries Ltd,2026-04-06,New,Watchlist,,52.81
CENTENKA,Century Enka Ltd,2026-04-06,New,Watchlist,,64.83
EMCURE,Emcure Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,59.45
ATUL,Atul Ltd,2026-04-06,New,Watchlist,,57.25
TANLA,Tanla Platforms Ltd,2026-04-06,New,Investable,,72.66
KOPRAN,Kopran Ltd,2026-04-06,New,Watchlist,,59.93
KAJARIACER,Kajaria Ceramics Ltd,2026-04-06,New,Watchlist,,58.23
TCS,Tata Consultancy Services Ltd,2026-04-06,New,Watchlist,,66.22
INOXINDIA,Inox India Ltd,2026-04-06,New,Watchlist,,53.31
HAVELLS,Havells India Ltd,2026-04-06,New,Watchlist,,55.09
PNGJL,P N Gadgil Jewellers Ltd,2026-04-06,New,Watchlist,,59.08
KIRLOSBROS,Kirloskar Brothers Ltd,2026-04-06,New,Watchlist,,61.13
TATACONSUM,Tata Consumer Products Ltd,2026-04-06,New,Avoid,,46.45
PENIND,Pennar Industries Ltd,2026-04-06,New,Watchlist,,67.87
DIFFNKG,Diffusion Engineers Ltd,2026-04-06,New,Watchlist,,57.04
ALLDIGI,Alldigi Tech Ltd,2026-04-06,New,Watchlist,,69.56
SARLAPOLY,Sarla Performance Fibers Ltd,2026-04-06,New,Investable,,70.44
KALYANKJIL,Kalyan Jewellers India Ltd,2026-04-06,New,Watchlist,,56.51
MANINDS,Man Industries (India) Ltd,2026-04-06,New,Watchlist,,65.15
HBLENGINE,HBL Engineering Ltd,2026-04-06,New,Watchlist,,51.18
DALBHARAT,Dalmia Bharat Ltd,2026-04-06,New,Watchlist,,56.87
LUMAXTECH,Lumax Auto Technologies Ltd,2026-04-06,New,Avoid,,48.89
SIGACHI,Sigachi Industries Ltd,2026-04-06,New,Watchlist,,65.41
ENDURANCE,Endurance Technologies Ltd,2026-04-06,New,Watchlist,,53.96
RVNL,Rail Vikas Nigam Ltd,2026-04-06,New,Avoid,,45.78
KHADIM,Khadim India Ltd,2026-04-06,New,Investable,,70.55
RAINBOW,Rainbow Childrens Medicare Ltd,2026-04-06,New,Watchlist,,61.22
DEEDEV,DEE Development Engineers Ltd,2026-04-06,New,Watchlist,,54.9
SAILIFE,Sai Life Sciences Ltd,2026-04-06,New,Watchlist,,51.03
KPRMILL,K P R Mill Ltd,2026-04-06,New,Watchlist,,54.64
CCL,CCL Products (India) Ltd,2026-04-06,New,Watchlist,,50.66
PRAJIND,Praj Industries Ltd,2026-04-06,New,Watchlist,,58.38
PCBL,PCBL Chemical Ltd,2026-04-06,New,Watchlist,,60.0
JNKINDIA,JNK India Ltd,2026-04-06,New,Watchlist,,53.69
GRAPHITE,Graphite India Ltd,2026-04-06,New,Watchlist,,60.7
HCLTECH,HCL Technologies Ltd,2026-04-06,New,Watchlist,,62.67
EXCELINDUS,Excel Industries Ltd,2026-04-06,New,Watchlist,,58.25
UCOBANK,UCO Bank,2026-04-06,New,Watchlist,,51.19
WHEELS,Wheels India Ltd,2026-04-06,New,Watchlist,,59.31
THELEELA,Leela Palaces Hotels & Resorts Ltd,2026-04-06,New,Watchlist,,55.22
ACI,Archean Chemical Industries Ltd,2026-04-06,New,Watchlist,,55.19
AKUMS,Akums Drugs & Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,51.87
ICIL,Indo Count Industries Ltd,2026-04-06,New,Watchlist,,58.11
TRIDENT,Trident Ltd,2026-04-06,New,Watchlist,,55.65
SURAJEST,Suraj Estate Developers Ltd,2026-04-06,New,Watchlist,,66.18
SULA,Sula Vineyards Ltd,2026-04-06,New,Watchlist,,65.72
SUPREMEIND,Supreme Industries Ltd,2026-04-06,New,Watchlist,,55.86
RAIN,Rain Industries Ltd,2026-04-06,New,Watchlist,,54.87
BAYERCROP,Bayer CropScience Ltd,2026-04-06,New,Avoid,,27.68
INFOBEAN,InfoBeans Technologies Ltd,2026-04-06,New,Avoid,,49.62
SCHAND,S Chand & Company Ltd,2026-04-06,New,Investable,,75.86
DOLLAR,Dollar Industries Ltd,2026-04-06,New,Watchlist,,66.55
ERIS,ERIS Lifesciences Ltd,2026-04-06,New,Watchlist,,58.38
KPIL,Kalpataru Projects International Ltd,2026-04-06,New,Watchlist,,52.38
ABDL,Allied Blenders & Distillers Ltd,2026-04-06,New,Watchlist,,55.68
KPIGREEN,KPI Green Energy Ltd,2026-04-06,New,Watchlist,,51.28
TBOTEK,TBO Tek Ltd,2026-04-06,New,Watchlist,,54.72
APLLTD,Alembic Pharmaceuticals Ltd,2026-04-06,New,Watchlist,,65.68
JYOTICNC,Jyoti CNC Automation Ltd,2026-04-06,New,Watchlist,,51.58
LT,Larsen & Toubro Ltd,2026-04-06,New,Avoid,,47.41
ASKAUTOLTD,ASK Automotive Ltd,2026-04-06,New,Watchlist,,51.42
JSWSTEEL,JSW Steel Ltd,2026-04-06,New,Avoid,,47.82
SUNTECK,Sunteck Realty Ltd,2026-04-06,New,Watchlist,,59.02
BOMDYEING,Bombay Dyeing & Manufacturing Company Ltd,2026-04-06,New,Watchlist,,54.8
